batch,network_type,group,pid,sid,status,award,turnout2,turnout2_frac,turnout3,turnout3_frac,p_time_taken,p_total_approvals,p_age,p_sex,p_ethnicity,p_country_of_birth,p_language,p_student_status,p_employment_status
3,segr,314,8,3321,P,18,2,1.0,3,1.0,156.0,2008,40,Male,Asian,United States,Burmese,No,Full-Time
3,segr,314,9,3322,R,195,2,1.0,3,1.0,381.0,1046,38,Female,White,United States,English,No,Full-Time
3,segr,314,10,3323,R,220,2,1.0,3,1.0,144.0,481,36,Male,Asian,United States,English,No,Full-Time
3,segr,314,11,3324,R,190,2,1.0,2,0.6666666666666666,259.0,219,60,Female,White,United Kingdom,English,No,Full-Time
3,segr,314,12,3325,P,20,2,1.0,3,1.0,158.0,10,29,Female,White,United States,English,No,DATA_EXPIRED
3,segr,314,13,3326,P,18,0,0.0,0,0.0,225.0,8,45,Female,White,United States,English,Yes,DATA_EXPIRED
3,segr,314,14,3327,P,22,2,1.0,3,1.0,282.0,1949,35,Male,Mixed,Japan,English,No,DATA_EXPIRED
3,segr,314,15,3328,P,19,2,1.0,3,1.0,158.0,461,26,Male,White,United States,English,Yes,DATA_EXPIRED
3,segr,314,16,3329,R,180,0,0.0,1,0.3333333333333333,137.0,5827,41,Female,White,United States,English,No,Full-Time
3,segr,314,17,3330,P,22,2,1.0,3,1.0,281.0,418,40,Female,White,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
3,segr,314,18,3331,R,185,2,1.0,3,1.0,103.0,2667,39,Female,White,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
3,segr,314,19,3332,P,19,2,1.0,3,1.0,131.0,2605,35,Male,Asian,Vietnam,Chinese,DATA_EXPIRED,DATA_EXPIRED
3,segr,314,20,3333,R,200,2,1.0,3,1.0,115.0,1772,23,Female,Mixed,United States,English,No,DATA_EXPIRED
3,segr,314,21,3334,P,21,2,1.0,3,1.0,422.0,3251,39,Female,White,United States,English,DATA_EXPIRED,DATA_EXPIRED
3,segr,314,22,3335,P,21,1,0.5,2,0.6666666666666666,259.0,466,64,Female,White,United States,English,No,DATA_EXPIRED
3,segr,314,23,3336,R,205,2,1.0,3,1.0,279.0,1352,40,Female,White,United States,English,No,Full-Time
3,segr,320,0,3457,P,21,2,1.0,3,1.0,99.0,4834,38,Female,White,United States,English,No,Full-Time
3,segr,320,1,3458,P,19,2,1.0,3,1.0,120.0,387,22,Male,White,United States,English,Yes,Part-Time
3,segr,320,2,3459,P,21,2,1.0,3,1.0,248.0,6868,69,Male,White,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
3,segr,320,3,3460,R,200,2,1.0,3,1.0,417.0,4065,29,Female,Black,United States,English,DATA_EXPIRED,DATA_EXPIRED
3,segr,320,4,3461,P,18,2,1.0,3,1.0,163.0,3665,60,Female,White,United States,English,DATA_EXPIRED,DATA_EXPIRED
3,segr,320,5,3462,P,20,1,0.5,2,0.6666666666666666,142.0,446,37,Female,White,United States,English,DATA_EXPIRED,DATA_EXPIRED
3,segr,320,6,3463,R,180,2,1.0,3,1.0,335.0,1791,35,Female,White,United States,English,No,Full-Time
3,segr,320,7,3464,R,220,2,1.0,2,0.6666666666666666,356.0,1589,65,Female,White,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
3,segr,320,8,3465,P,20,2,1.0,3,1.0,153.0,550,35,Female,White,United States,English,No,Full-Time
3,segr,320,9,3466,R,195,2,1.0,3,1.0,248.0,1937,29,Female,Other,United States,English,DATA_EXPIRED,Part-Time
3,segr,320,10,3467,P,22,2,1.0,3,1.0,419.0,3940,50,Female,White,United States,English,Yes,Full-Time
3,segr,320,11,3468,P,22,2,1.0,3,1.0,337.0,3164,53,Female,Black,United States,English,No,Part-Time
3,segr,320,12,3469,P,18,2,1.0,3,1.0,202.0,2119,51,Female,Asian,United States,English,No,Full-Time
3,segr,320,13,3470,P,20,2,1.0,3,1.0,585.0,957,30,Male,White,United States,English,No,DATA_EXPIRED
3,segr,320,14,3471,P,22,2,1.0,3,1.0,132.0,1626,25,Female,White,United States,English,No,Full-Time
3,segr,320,15,3472,R,205,2,1.0,3,1.0,179.0,2946,32,Female,White,United States,English,No,Full-Time
3,segr,320,16,3473,P,19,2,1.0,3,1.0,107.0,1072,21,Male,White,United States,English,Yes,Part-Time
3,segr,320,17,3474,R,190,0,0.0,0,0.0,365.0,360,25,Male,White,United States,English,DATA_EXPIRED,DATA_EXPIRED
3,segr,320,18,3475,R,185,2,1.0,3,1.0,277.0,248,25,Male,White,United States,English,DATA_EXPIRED,DATA_EXPIRED
3,segr,320,19,3476,P,18,2,1.0,3,1.0,187.0,1563,55,Female,White,United States,English,No,DATA_EXPIRED
3,segr,320,20,3477,R,210,2,1.0,3,1.0,112.0,1947,41,Male,White,United States,English,No,DATA_EXPIRED
3,segr,320,21,3478,R,215,2,1.0,3,1.0,237.0,1518,43,Female,White,United States,English,No,Other
3,segr,320,22,3479,P,21,2,1.0,3,1.0,477.0,2482,30,Female,White,United States,English,DATA_EXPIRED,DATA_EXPIRED
3,segr,320,23,3480,P,19,1,0.5,2,0.6666666666666666,798.0,10,43,Male,Black,United States,English,No,DATA_EXPIRED
1,homo,106,0,1121,P,20,2,1.0,3,1.0,219.0,6850,39,Female,White,United States,English,No,Other
1,homo,106,1,1122,P,19,2,1.0,3,1.0,195.0,177,50,Male,White,United States,English,No,DATA_EXPIRED
1,homo,106,2,1123,R,195,0,0.0,0,0.0,259.0,4270,67,Female,White,United States,English,No,Full-Time
1,homo,106,3,1124,P,21,1,0.5,2,0.6666666666666666,126.0,2529,24,Male,White,United States,English,Yes,Part-Time
1,homo,106,4,1125,P,22,2,1.0,3,1.0,224.0,3080,55,Male,White,United States,English,No,Full-Time
1,homo,106,5,1126,P,18,2,1.0,3,1.0,185.0,3401,49,Male,White,United States,English,No,Full-Time
1,homo,106,6,1127,R,210,2,1.0,3,1.0,190.0,121,22,Female,Asian,United States,English,No,DATA_EXPIRED
1,homo,106,7,1128,R,180,1,0.5,2,0.6666666666666666,528.0,1685,45,Male,White,United States,English,No,Full-Time
1,homo,106,8,1129,R,200,2,1.0,3,1.0,259.0,1978,31,Male,Black,United States,English,DATA_EXPIRED,DATA_EXPIRED
1,homo,106,9,1130,R,220,2,1.0,3,1.0,258.0,5572,48,Male,White,United States,English,DATA_EXPIRED,DATA_EXPIRED
1,homo,106,10,1131,P,20,2,1.0,3,1.0,182.0,7325,49,Male,White,United States,English,DATA_EXPIRED,DATA_EXPIRED
1,homo,106,11,1132,P,20,2,1.0,3,1.0,568.0,4584,59,Male,White,United States,English,No,Full-Time
1,homo,106,12,1133,P,19,2,1.0,3,1.0,342.0,183,46,Female,Mixed,United States,English,No,Part-Time
1,homo,106,13,1134,P,18,2,1.0,3,1.0,135.0,2766,37,Female,White,United States,English,No,Part-Time
1,homo,106,14,1135,R,185,2,1.0,3,1.0,208.0,408,37,Male,White,United States,English,No,Full-Time
1,homo,106,15,1136,P,22,2,1.0,3,1.0,293.0,4721,44,Male,Asian,United States,English,No,DATA_EXPIRED
1,homo,106,16,1137,P,22,2,1.0,3,1.0,264.0,3055,49,Male,White,United States,English,No,Full-Time
1,homo,106,17,1138,P,21,2,1.0,3,1.0,184.0,1502,28,Male,Asian,United States,English,Yes,Full-Time
1,homo,106,18,1139,R,205,2,1.0,3,1.0,258.0,2681,31,Male,White,United States,English,No,Unemployed (and job seeking)
1,homo,106,19,1140,P,21,0,0.0,0,0.0,210.0,4344,34,Female,White,United States,English,No,DATA_EXPIRED
1,homo,106,20,1141,R,190,2,1.0,3,1.0,260.0,608,36,Female,Asian,United States,English,No,Other
1,homo,106,21,1142,P,19,2,1.0,3,1.0,119.0,1213,31,Male,White,United States,English,Yes,Part-Time
1,homo,106,22,1143,P,18,2,1.0,3,1.0,309.0,404,31,Female,White,United States,English,No,Full-Time
1,homo,106,23,1144,R,215,2,1.0,3,1.0,215.0,111,27,Male,White,United States,English,No,Full-Time
1,homo,112,0,1265,P,21,2,1.0,3,1.0,119.0,914,32,Female,White,United States,English,No,Part-Time
1,homo,112,1,1266,R,200,2,1.0,3,1.0,372.0,2266,31,Female,Asian,United States,English,No,DATA_EXPIRED
1,homo,112,2,1267,R,210,2,1.0,3,1.0,304.0,1343,54,Male,White,United States,English,DATA_EXPIRED,DATA_EXPIRED
1,homo,112,3,1268,R,205,2,1.0,3,1.0,1068.0,1829,32,Male,White,United States,English,DATA_EXPIRED,DATA_EXPIRED
1,homo,112,4,1269,P,19,2,1.0,3,1.0,177.0,3832,57,Female,White,United States,English,No,Full-Time
1,homo,112,5,1270,P,18,2,1.0,3,1.0,449.0,5,26,Male,Asian,United States,English,No,DATA_EXPIRED
1,homo,112,6,1271,P,19,2,1.0,3,1.0,428.0,3004,43,Female,White,United States,English,No,Full-Time
1,homo,112,7,1272,P,21,2,1.0,3,1.0,280.0,3752,24,Female,White,United States,English,Yes,Part-Time
1,homo,112,8,1273,P,22,2,1.0,3,1.0,200.0,1062,29,Male,Black,United States,English,No,Unemployed (and job seeking)
1,homo,112,9,1274,R,220,2,1.0,3,1.0,220.0,2475,44,Male,White,United States,English,No,Full-Time
1,homo,112,10,1275,P,20,2,1.0,3,1.0,202.0,854,35,Female,Other,United States,English,No,Full-Time
1,homo,112,11,1276,P,20,2,1.0,3,1.0,186.0,4553,39,Male,White,United States,English,Yes,Full-Time
1,homo,112,12,1277,R,215,2,1.0,3,1.0,195.0,2408,24,Male,Black,United States,English,DATA_EXPIRED,DATA_EXPIRED
1,homo,112,13,1278,P,20,2,1.0,3,1.0,311.0,2327,66,Female,White,United States,English,DATA_EXPIRED,DATA_EXPIRED
1,homo,112,14,1279,P,22,2,1.0,3,1.0,84.0,1739,26,Male,White,United States,English,DATA_EXPIRED,DATA_EXPIRED
1,homo,112,15,1280,P,19,2,1.0,3,1.0,241.0,2,33,Female,Asian,United States,English,DATA_EXPIRED,DATA_EXPIRED
1,homo,112,16,1281,R,190,0,0.0,1,0.3333333333333333,192.0,1228,53,Female,White,United States,English,DATA_EXPIRED,DATA_EXPIRED
1,homo,112,17,1282,R,180,2,1.0,3,1.0,152.0,4592,33,Female,White,United States,English,No,Full-Time
1,homo,112,18,1283,R,195,2,1.0,3,1.0,180.0,4650,35,Male,White,United States,English,DATA_EXPIRED,DATA_EXPIRED
1,homo,112,19,1284,P,18,2,1.0,3,1.0,266.0,414,28,Female,Black,United States,English,No,Full-Time
1,homo,112,20,1285,P,21,2,1.0,3,1.0,878.0,718,41,Female,White,Germany,English,No,Full-Time
1,homo,112,21,1286,P,18,2,1.0,3,1.0,124.0,1847,32,Male,White,United States,English,No,Full-Time
1,homo,112,22,1287,R,185,2,1.0,3,1.0,149.0,95,23,Female,Asian,United States,English,No,Unemployed (and job seeking)
1,homo,112,23,1288,P,22,2,1.0,3,1.0,143.0,2132,46,Female,Other,United States,English,No,Full-Time
1,homo,118,0,1409,P,19,2,1.0,3,1.0,207.0,1033,20,Male,White,DATA_EXPIRED,English,DATA_EXPIRED,DATA_EXPIRED
1,homo,118,1,1410,P,21,2,1.0,3,1.0,161.0,278,62,Male,White,United States,English,DATA_EXPIRED,DATA_EXPIRED
1,homo,118,2,1411,P,21,2,1.0,3,1.0,351.0,3167,25,Male,Mixed,United States,English,DATA_EXPIRED,DATA_EXPIRED
1,homo,118,3,1412,P,20,2,1.0,3,1.0,793.0,1991,25,Female,Mixed,United States,English,No,Unemployed (and job seeking)
1,homo,118,4,1413,R,200,0,0.0,0,0.0,134.0,185,32,Female,White,United States,English,No,Full-Time
1,homo,118,5,1414,P,20,1,0.5,2,0.6666666666666666,206.0,1481,38,Female,White,United States,English,No,Part-Time
1,homo,118,6,1415,R,205,2,1.0,3,1.0,292.0,6458,40,Male,White,United States,English,No,Full-Time
1,homo,118,7,1416,P,18,2,1.0,3,1.0,201.0,453,33,Male,Other,United States,English,No,Full-Time
1,homo,118,8,1417,R,220,2,1.0,3,1.0,231.0,1849,30,Male,White,United States,English,DATA_EXPIRED,DATA_EXPIRED
1,homo,118,9,1418,R,190,1,0.5,1,0.3333333333333333,163.0,1093,30,Male,White,United States,English,No,DATA_EXPIRED
1,homo,118,10,1419,R,210,2,1.0,3,1.0,166.0,342,53,Male,White,United States,English,DATA_EXPIRED,DATA_EXPIRED
1,homo,118,11,1420,P,19,1,0.5,2,0.6666666666666666,521.0,242,41,Male,Black,United States,English,DATA_EXPIRED,DATA_EXPIRED
1,homo,118,12,1421,P,21,0,0.0,0,0.0,124.0,2358,31,Male,White,United States,English,DATA_EXPIRED,DATA_EXPIRED
1,homo,118,13,1422,P,18,2,1.0,3,1.0,120.0,3602,39,Male,White,United States,English,No,DATA_EXPIRED
1,homo,118,14,1423,R,195,2,1.0,3,1.0,324.0,19,52,Female,Asian,United States,Japanese,No,Full-Time
1,homo,118,15,1424,P,19,1,0.5,2,0.6666666666666666,138.0,965,45,Male,White,United States,English,No,DATA_EXPIRED
1,homo,118,16,1425,R,185,2,1.0,3,1.0,220.0,1771,32,Male,Mixed,United States,English,No,Full-Time
1,homo,118,17,1426,P,18,2,1.0,3,1.0,102.0,4048,25,Female,Asian,United States,English,No,Full-Time
1,homo,118,18,1427,R,215,2,1.0,3,1.0,251.0,1492,42,Female,Black,United States,English,Yes,Full-Time
1,homo,118,19,1428,P,22,1,0.5,1,0.3333333333333333,90.0,295,28,Male,White,Iran,English,No,Full-Time
1,homo,118,20,1429,R,180,1,0.5,2,0.6666666666666666,171.0,3670,21,Female,White,United States,English,Yes,Part-Time
1,homo,118,21,1430,P,20,2,1.0,3,1.0,167.0,3381,41,Female,White,United States,English,DATA_EXPIRED,DATA_EXPIRED
1,homo,118,22,1431,P,22,2,1.0,3,1.0,148.0,5307,37,Female,White,United States,English,No,Full-Time
1,homo,118,23,1432,P,22,2,1.0,3,1.0,97.0,2812,35,Male,White,United States,English,Yes,Full-Time
2,homo,206,0,2121,P,19,2,1.0,3,1.0,152.0,3318,36,Male,White,United States,English,DATA_EXPIRED,DATA_EXPIRED
2,homo,206,1,2122,P,22,2,1.0,3,1.0,158.0,46,52,Female,White,United States,English,No,Unemployed (and job seeking)
2,homo,206,2,2123,R,185,1,0.5,2,0.6666666666666666,445.0,2515,43,Male,Black,United Kingdom,English,No,Full-Time
2,homo,206,3,2124,P,21,2,1.0,3,1.0,115.0,774,29,Female,White,United States,English,No,Part-Time
2,homo,206,4,2125,P,18,2,1.0,3,1.0,113.0,927,35,Male,White,United States,English,No,Full-Time
2,homo,206,5,2126,P,20,0,0.0,0,0.0,112.0,5535,26,Male,White,United States,English,No,Full-Time
2,homo,206,6,2127,P,21,2,1.0,3,1.0,347.0,13,40,Female,White,United States,English,No,DATA_EXPIRED
2,homo,206,7,2128,P,22,2,1.0,3,1.0,170.0,1459,52,Male,White,United States,English,DATA_EXPIRED,DATA_EXPIRED
2,homo,206,8,2129,P,18,2,1.0,3,1.0,116.0,565,52,Male,White,United States,English,No,Full-Time
2,homo,206,9,2130,P,19,2,1.0,3,1.0,218.0,810,32,Female,White,United States,English,No,Full-Time
2,homo,206,10,2131,P,20,2,1.0,3,1.0,221.0,5562,41,Male,White,United States,English,No,Full-Time
2,homo,206,11,2132,P,20,2,1.0,3,1.0,303.0,1127,48,Female,White,United States,English,DATA_EXPIRED,DATA_EXPIRED
2,homo,206,12,2133,R,210,2,1.0,3,1.0,348.0,796,52,Female,White,United States,English,Yes,Part-Time
2,homo,206,13,2134,R,220,1,0.5,2,0.6666666666666666,249.0,1109,71,Male,White,United States,English,No,DATA_EXPIRED
2,homo,206,14,2135,P,21,2,1.0,3,1.0,345.0,534,47,Male,White,Germany,English,No,Full-Time
2,homo,206,15,2136,R,195,2,1.0,2,0.6666666666666666,255.0,5,44,Male,White,United States,English,No,DATA_EXPIRED
2,homo,206,16,2137,P,19,0,0.0,0,0.0,1557.0,90,64,Female,White,United States,English,DATA_EXPIRED,Part-Time
2,homo,206,17,2138,R,180,1,0.5,1,0.3333333333333333,90.0,223,27,Female,White,United States,English,Yes,DATA_EXPIRED
2,homo,206,18,2139,R,215,2,1.0,3,1.0,133.0,864,30,Male,Other,India,Hindi,Yes,Full-Time
2,homo,206,19,2140,R,190,2,1.0,3,1.0,89.0,328,24,Male,White,United States,English,Yes,DATA_EXPIRED
2,homo,206,20,2141,P,22,2,1.0,3,1.0,158.0,589,27,Female,White,United States,English,No,Full-Time
2,homo,206,21,2142,P,18,2,1.0,3,1.0,128.0,2308,26,Female,White,United States,English,No,Unemployed (and job seeking)
2,homo,206,22,2143,R,200,2,1.0,3,1.0,206.0,2186,42,Female,White,United States,English,DATA_EXPIRED,DATA_EXPIRED
2,homo,206,23,2144,R,205,2,1.0,3,1.0,142.0,2137,25,Male,White,United States,English,DATA_EXPIRED,DATA_EXPIRED
2,homo,212,0,2265,P,21,2,1.0,3,1.0,156.0,1779,26,Female,Black,United States,English,No,DATA_EXPIRED
2,homo,212,1,2266,P,18,2,1.0,3,1.0,337.0,7058,73,Female,Black,United States,English,No,Part-Time
2,homo,212,2,2267,P,20,2,1.0,3,1.0,1186.0,4205,61,Female,White,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
2,homo,212,3,2268,R,195,2,1.0,3,1.0,253.0,1222,55,Female,Black,United States,English,DATA_EXPIRED,DATA_EXPIRED
2,homo,212,4,2269,R,220,2,1.0,2,0.6666666666666666,487.0,1661,37,Male,White,United States,English,DATA_EXPIRED,DATA_EXPIRED
2,homo,212,5,2270,P,21,2,1.0,3,1.0,1067.0,4536,47,Male,White,United States,English,DATA_EXPIRED,DATA_EXPIRED
2,homo,212,6,2271,R,185,1,0.5,2,0.6666666666666666,126.0,1466,26,Male,Mixed,United States,English,No,Full-Time
2,homo,212,7,2272,P,18,2,1.0,3,1.0,261.0,94,48,Female,White,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
2,homo,212,8,2273,P,19,2,1.0,3,1.0,459.0,1811,32,Male,White,United States,English,No,Full-Time
2,homo,212,9,2274,R,205,2,1.0,3,1.0,183.0,4371,61,Female,White,United States,English,DATA_EXPIRED,DATA_EXPIRED
2,homo,212,10,2275,P,18,1,0.5,2,0.6666666666666666,275.0,7438,71,Male,White,United States,English,No,Full-Time
2,homo,212,11,2276,P,21,2,1.0,2,0.6666666666666666,132.0,77,29,Male,White,United States,Spanish,Yes,Part-Time
2,homo,212,12,2277,R,200,2,1.0,2,0.6666666666666666,207.0,1406,53,Male,White,United States,English,No,Full-Time
2,homo,212,13,2278,R,210,2,1.0,3,1.0,630.0,214,36,Female,Black,United States,English,No,Unemployed (and job seeking)
2,homo,212,14,2279,R,180,2,1.0,3,1.0,231.0,3493,28,Male,DATA_EXPIRED,United States,English,DATA_EXPIRED,DATA_EXPIRED
2,homo,212,15,2280,P,20,2,1.0,3,1.0,251.0,2226,36,Female,Other,United States,Spanish,No,Part-Time
2,homo,212,16,2281,R,190,2,1.0,3,1.0,944.0,3196,39,Male,Black,United States,English,DATA_EXPIRED,DATA_EXPIRED
2,homo,212,17,2282,P,22,2,1.0,2,0.6666666666666666,610.0,3263,36,Male,White,United States,English,No,DATA_EXPIRED
2,homo,212,18,2283,R,215,1,0.5,2,0.6666666666666666,192.0,1888,28,Female,White,United States,English,Yes,Part-Time
2,homo,212,19,2284,P,19,1,0.5,2,0.6666666666666666,149.0,14,48,Female,White,United States,English,No,Full-Time
2,homo,212,20,2285,P,22,2,1.0,3,1.0,200.0,394,19,Female,White,United States,English,Yes,Unemployed (and job seeking)
2,homo,212,21,2286,P,19,2,1.0,3,1.0,235.0,2459,25,Female,White,United States,English,No,Unemployed (and job seeking)
2,homo,212,22,2287,P,20,2,1.0,2,0.6666666666666666,331.0,724,23,Male,Black,United States,English,No,Unemployed (and job seeking)
2,homo,212,23,2288,P,22,0,0.0,1,0.3333333333333333,76.0,2392,32,Female,White,United States,English,DATA_EXPIRED,DATA_EXPIRED
2,homo,218,0,2409,R,200,2,1.0,3,1.0,279.0,1529,44,Male,White,United States,English,No,Full-Time
2,homo,218,1,2410,R,195,2,1.0,3,1.0,187.0,3610,38,Female,White,United States,English,No,Other
2,homo,218,2,2411,P,18,2,1.0,3,1.0,372.0,242,61,Female,White,United States,English,No,DATA_EXPIRED
2,homo,218,3,2412,R,190,2,1.0,2,0.6666666666666666,289.0,81,42,Male,White,United States,English,DATA_EXPIRED,Part-Time
2,homo,218,4,2413,P,18,2,1.0,3,1.0,91.0,2591,22,Female,White,United States,English,No,Full-Time
2,homo,218,5,2414,P,19,2,1.0,3,1.0,224.0,65,48,Female,White,United States,English,No,Part-Time
2,homo,218,6,2415,R,185,2,1.0,3,1.0,116.0,51,27,Female,White,United States,English,Yes,Full-Time
2,homo,218,7,2416,R,180,2,1.0,3,1.0,188.0,805,41,Female,White,United States,English,No,Part-Time
2,homo,218,8,2417,P,21,2,1.0,3,1.0,366.0,3961,59,Male,White,United States,English,No,Full-Time
2,homo,218,9,2418,P,22,0,0.0,1,0.3333333333333333,193.0,3722,58,Female,White,United States,English,No,DATA_EXPIRED
2,homo,218,10,2419,P,20,2,1.0,3,1.0,303.0,4449,48,Male,White,United States,English,DATA_EXPIRED,DATA_EXPIRED
2,homo,218,11,2420,P,20,1,0.5,1,0.3333333333333333,231.0,265,43,Female,White,United States,English,No,Full-Time
2,homo,218,12,2421,P,20,2,1.0,3,1.0,193.0,5343,43,Female,White,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
2,homo,218,13,2422,P,22,2,1.0,2,0.6666666666666666,84.0,1418,22,Female,Mixed,United States,English,DATA_EXPIRED,DATA_EXPIRED
2,homo,218,14,2423,R,220,0,0.0,0,0.0,127.0,1801,64,Female,Other,United States,English,Yes,Part-Time
2,homo,218,15,2424,P,21,2,1.0,2,0.6666666666666666,117.0,3932,51,Male,White,United States,English,No,DATA_EXPIRED
2,homo,218,16,2425,P,19,2,1.0,3,1.0,352.0,639,23,Female,White,United States,English,No,Full-Time
2,homo,218,17,2426,P,21,2,1.0,3,1.0,242.0,1529,23,Male,Asian,United States,Telugu,DATA_EXPIRED,DATA_EXPIRED
2,homo,218,18,2427,P,18,2,1.0,3,1.0,476.0,3385,53,Female,Asian,United States,English,DATA_EXPIRED,DATA_EXPIRED
2,homo,218,19,2428,P,22,1,0.5,1,0.3333333333333333,427.0,3,31,Female,Black,United States,English,No,DATA_EXPIRED
2,homo,218,20,2429,R,215,2,1.0,3,1.0,200.0,2312,27,Male,Other,United States,Spanish,No,Part-Time
2,homo,218,21,2430,R,210,2,1.0,3,1.0,328.0,1575,35,Male,Mixed,United States,English,No,Other
2,homo,218,22,2431,P,19,0,0.0,0,0.0,245.0,574,37,Male,White,United States,English,No,DATA_EXPIRED
2,homo,218,23,2432,R,205,2,1.0,3,1.0,184.0,1563,40,Male,White,United States,English,No,Full-Time
3,homo,306,0,3121,P,22,0,0.0,0,0.0,140.0,1109,48,Female,Mixed,United States,English,No,Full-Time
3,homo,306,1,3122,P,19,2,1.0,3,1.0,115.0,1937,26,Female,White,United States,English,DATA_EXPIRED,Full-Time
3,homo,306,2,3123,P,18,2,1.0,3,1.0,112.0,3011,21,Female,White,United States,English,Yes,Part-Time
3,homo,306,3,3124,P,19,2,1.0,3,1.0,271.0,44,27,Female,Black,United States,English,Yes,Part-Time
3,homo,306,4,3125,P,18,2,1.0,3,1.0,301.0,1059,30,Male,White,United States,Spanish,DATA_EXPIRED,Full-Time
3,homo,306,5,3126,P,20,2,1.0,3,1.0,151.0,4598,31,Female,White,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
3,homo,306,6,3127,P,21,2,1.0,3,1.0,233.0,4175,44,Male,Asian,United States,English,No,Full-Time
3,homo,306,7,3128,P,20,2,1.0,3,1.0,141.0,830,35,Male,White,United States,English,No,DATA_EXPIRED
3,homo,306,8,3129,P,20,0,0.0,1,0.3333333333333333,214.0,2507,52,Male,Black,United States,English,Yes,Full-Time
3,homo,306,9,3130,R,215,2,1.0,3,1.0,133.0,129,61,Male,White,United States,English,DATA_EXPIRED,DATA_EXPIRED
3,homo,306,10,3131,R,180,2,1.0,3,1.0,206.0,972,25,Female,Mixed,United States,English,DATA_EXPIRED,Full-Time
3,homo,306,11,3132,P,18,2,1.0,3,1.0,266.0,4439,25,Female,White,United States,English,No,DATA_EXPIRED
3,homo,306,12,3133,R,195,2,1.0,3,1.0,213.0,387,33,Male,Mixed,United States,English,No,Other
3,homo,306,13,3134,R,190,2,1.0,3,1.0,142.0,565,28,Female,Asian,DATA_EXPIRED,DATA_EXPIRED,DATA_EXPIRED,DATA_EXPIRED
3,homo,306,14,3135,P,21,1,0.5,2,0.6666666666666666,97.0,6,21,Female,White,United States,English,Yes,Part-Time
3,homo,306,15,3136,P,19,1,0.5,2,0.6666666666666666,321.0,643,26,Male,Other,United States,English,Yes,Full-Time
3,homo,306,16,3137,P,21,2,1.0,3,1.0,170.0,571,31,Female,White,United States,English,No,Full-Time
3,homo,306,17,3138,P,22,2,1.0,3,1.0,220.0,5,35,Male,Asian,United States,English,Yes,DATA_EXPIRED
3,homo,306,18,3139,R,210,2,1.0,3,1.0,287.0,5493,36,Female,White,United States,English,No,Other
3,homo,306,19,3140,R,220,1,0.5,2,0.6666666666666666,271.0,1581,42,Female,White,United States,English,DATA_EXPIRED,DATA_EXPIRED
3,homo,306,20,3141,R,200,1,0.5,2,0.6666666666666666,1256.0,4037,40,Male,White,United States,English,No,Full-Time
3,homo,306,21,3142,P,22,0,0.0,0,0.0,251.0,1728,29,Male,White,United States,English,No,Full-Time
3,homo,306,22,3143,R,205,1,0.5,1,0.3333333333333333,245.0,1939,45,Female,White,United States,English,Yes,Part-Time
3,homo,306,23,3144,R,185,2,1.0,3,1.0,369.0,735,44,Female,White,United States,English,No,Full-Time
3,homo,312,0,3265,P,22,2,1.0,3,1.0,246.0,1456,25,Male,White,United States,English,No,DATA_EXPIRED
3,homo,312,1,3266,R,180,2,1.0,3,1.0,150.0,1874,59,Male,White,United States,English,No,Part-Time
3,homo,312,2,3267,R,210,1,0.5,2,0.6666666666666666,154.0,135,57,Female,White,United States,English,No,Full-Time
3,homo,312,3,3268,P,19,2,1.0,2,0.6666666666666666,213.0,6316,26,Male,Asian,United States,English,No,Full-Time
3,homo,312,4,3269,P,21,0,0.0,0,0.0,171.0,2708,32,Male,Asian,United States,English,DATA_EXPIRED,DATA_EXPIRED
3,homo,312,5,3270,P,22,2,1.0,3,1.0,262.0,354,35,Male,Asian,United States,English,No,DATA_EXPIRED
3,homo,312,6,3271,R,200,2,1.0,3,1.0,145.0,2504,31,Male,White,United States,English,DATA_EXPIRED,DATA_EXPIRED
3,homo,312,7,3272,R,215,0,0.0,0,0.0,147.0,1003,33,Female,Mixed,United States,English,No,Part-Time
3,homo,312,8,3273,P,22,2,1.0,3,1.0,110.0,1848,36,Female,White,United States,English,No,Other
3,homo,312,9,3274,P,21,2,1.0,3,1.0,282.0,3050,30,Female,Black,United States,English,DATA_EXPIRED,DATA_EXPIRED
3,homo,312,10,3275,P,18,2,1.0,3,1.0,418.0,1884,45,Male,White,United States,English,No,Full-Time
3,homo,312,11,3276,P,18,2,1.0,3,1.0,190.0,54,22,Male,White,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
3,homo,312,12,3277,P,20,2,1.0,3,1.0,205.0,4348,32,Male,White,United States,English,No,Unemployed (and job seeking)
3,homo,312,13,3278,P,20,2,1.0,3,1.0,330.0,118,58,Male,White,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
3,homo,312,14,3279,R,220,2,1.0,3,1.0,129.0,3806,43,Female,White,United States,English,DATA_EXPIRED,DATA_EXPIRED
