sid,age,gender, race,education,religion,politics,income,percentile,tax,award_satisfied,award_dist_fair,result_satisfied,result_dist_fair,rationale,group_feel,network_type,group,status,batch
2313,35.0,M,W,AS,NR,-1.0,6.0,20.0,15.0,1.0,1.0,-1.0,-1.0,I lowered my rate as the scores decreased,I think they are fair and I don't have any issues,segr,14,R,2
2314,45.0,M,O,BA,NR,-2.0,4.0,35.0,10.0,0.0,1.0,1.0,0.0,I tried to figure out what made points increase from round to round,I feel satisfied with the decisions,segr,14,R,2
2315,,,,,,,,,,,,,,,,segr,14,R,2
2316,,,,,,,,,,,,,,,,segr,14,P,2
2317,44.0,F,W,MA,PR,-1.0,5.0,30.0,15.0,1.0,-1.0,1.0,2.0,I wanted the people with higher scores to pay their share,"They seemed to vote similar to how I did, so I'm happy.",segr,14,R,2
2318,25.0,F,W,HS,PR,2.0,2.0,80.0,5.0,0.0,0.0,1.0,1.0,I just played with it,I feel fine,segr,14,P,2
2319,,,,,,,,,,,,,,,,segr,14,P,2
2320,,,,,,,,,,,,,,,,segr,14,P,2
2321,33.0,F,W,BA,NR,-2.0,4.0,40.0,0.0,-2.0,0.0,0.0,2.0,I initially tried to go along with the group but then held steady when the rate rose,I don't care either way,segr,14,P,2
2322,41.0,F,W,BA,NR,-1.0,5.0,30.0,25.0,0.0,0.0,1.0,1.0,To get the tax rate that would work out best,I'm not sure,segr,14,P,2
2323,26.0,M,W,BA,NR,1.0,3.0,30.0,4.0,0.0,0.0,0.0,0.0,Flat rate of taxes,Fair,segr,14,P,2
2324,49.0,M,W,MA,PR,1.0,5.0,35.0,12.0,1.0,0.0,1.0,1.0,I tried to maximize my chances of scoring highly. It was easier to do this in the later rounds.,I feel like some of the other participants were way off in their estimations / decisions.,segr,14,R,2
2325,,,,,,,,,,,,,,,,segr,14,P,2
2326,52.0,F,W,BA,PR,0.0,5.0,65.0,10.0,2.0,-1.0,-1.0,-1.0,I was looking solely at how it affected me.,I was irritated they voted for a higher tax rate,segr,14,R,2
2327,23.0,F,W,BA,NR,-2.0,5.0,20.0,10.0,-2.0,-1.0,2.0,2.0,I thought it would be fairer for everyone to get scores that were closer together,"Good, we ended up with similar scores",segr,14,P,2
2328,,,,,,,,,,,,,,,,segr,14,P,2
2329,34.0,M,W,MA,PR,0.0,4.0,10.0,15.0,1.0,1.0,1.0,1.0,I decided to take significant risks for the first few rounds then became more conservative.,I felt that they were very fair and they seemed similar to mine.,segr,14,R,2
2330,49.0,M,B,BA,CA,-2.0,4.0,40.0,6.0,2.0,2.0,2.0,2.0,Maximizing score,I feel warm and positive towards other group members,segr,14,P,2
2331,22.0,O,A,BA,NR,-2.0,2.0,70.0,15.0,-2.0,0.0,-1.0,0.0,"Since I could only see a few other scores and we all had relatively low scores, I assumed some people had much higher scores and chose a high tax because it would make the end scores more equal amongst all players. Even if everyone else had equally low scores, a high tax would impact us all the same way. Originally I voted for a lower tax rate but when I saw what the median rate was I decided to vote for 100% consistently to ensure the median would be pushed up.",I think that they should have voted higher because that would have benefitted us more and been more fair.,segr,14,P,2
2332,,,,,,,,,,,,,,,,segr,14,P,2
2333,20.0,F,W,AS,NR,0.0,2.0,50.0,6.0,-1.0,0.0,1.0,0.0,Wanted to maximize my potential earning,"Neutral, I'm sure they were doing the same",segr,14,P,2
2334,26.0,F,W,BA,CA,-2.0,3.0,70.0,0.0,0.0,0.0,0.0,0.0,I wanted my score to raise the most,I think everyone was trying to get the highest score,segr,14,R,2
2335,29.0,M,A,AS,PR,-1.0,3.0,85.0,22.0,-1.0,2.0,1.0,2.0,I wanted everything to be as even as possible.,I think we did what we all felt was best.  I don't know if that was for better or for worse.,segr,14,P,2
2336,30.0,M,W,HS,NR,1.0,2.0,45.0,0.0,2.0,1.0,1.0,1.0,"I wanted to keep the rate low, for maximum fairness.","I don't have any hard feelings for them, as I am sure they voted for their own valid reasons.",segr,14,R,2
2337,51.0,F,B,MA,CA,-2.0,4.0,50.0,45.0,-1.0,0.0,-1.0,0.0,It is what I felt seemed right at the time.,I do not feel any particular way.,poor,15,R,2
2338,51.0,F,W,AS,PR,1.0,3.0,55.0,5.0,-1.0,0.0,0.0,-1.0,I tried to fall without her middle of the other scores.,I feel they used what info they had and made their decision like I did.,poor,15,P,2
2339,35.0,M,W,HS,NR,-2.0,1.0,80.0,12.0,0.0,0.0,-1.0,0.0,To try and get the biggest bonus I could.,Neutral.,poor,15,P,2
2340,40.0,F,W,HS,O,1.0,4.0,40.0,5.0,1.0,1.0,2.0,1.0,I based it around the other averages.,ok,poor,15,P,2
2341,,,,,,,,,,,,,,,,poor,15,R,2
2342,26.0,F,H,AS,O,0.0,3.0,80.0,,0.0,-1.0,-1.0,-1.0,It seemed pretty high in my opinion.,I feel they differ in their politics as far as economy.,poor,15,R,2
2343,37.0,F,W,HS,PR,1.0,1.0,95.0,5.0,-2.0,2.0,1.0,-1.0,I was trying to earn more pointa,It seemed like they were voting really high.,poor,15,P,2
2344,30.0,O,W,AS,NR,,3.0,60.0,90.0,0.0,-2.0,0.0,0.0,Wanted to evenly distribute the wealth as much as possible.,Totally neutral,poor,15,R,2
2345,25.0,M,W,BA,PR,1.0,6.0,5.0,20.0,-2.0,-2.0,-2.0,-1.0,"I started with extremely low starting score, so I voted high rates to Ina n attempt to increase my score.",I feel that overall I am surprised they voted to have such a high tax rate as a group.,poor,15,P,2
2346,27.0,M,W,HS,NR,-1.0,3.0,70.0,20.0,-2.0,-1.0,1.0,1.0,The point discrepancy between the privileged few and the needy many was large enough to warrant high taxes so that the collected wealth contributed improved the status of the many.,The other group members decisions were fair and kept moving in the right direction towards making the wealthy pay more so the rest of us could benefit.,poor,15,P,2
2347,34.0,F,W,MA,NR,-1.0,3.0,18.0,12.0,0.0,1.0,1.0,0.0,"I tried to keep level, a fair in between with what the other participants had.",I think everyone tried their best to be fair while trying to match what others had,poor,15,P,2
2348,27.0,M,W,HS,NR,-2.0,5.0,10.0,70.0,2.0,-2.0,2.0,-2.0,I want more money,everyone for themself,poor,15,R,2
2349,51.0,F,W,BA,O,-1.0,3.0,80.0,0.0,0.0,-1.0,-1.0,-1.0,I tried to vote with the group to keep the concensus,I feel like they went too high,poor,15,R,2
2350,28.0,M,W,MA,CA,2.0,6.0,25.0,18.0,2.0,-1.0,1.0,0.0,I started with a lot of points so I wanted the lower tax rate possible so I would lose the least amount of points since I knew I would lose points every time regardless.,I am disappointed the tax rates were so high but if I had less than everyone else I would have picked a high tax rate too,poor,15,R,2
2351,45.0,F,W,BA,NR,-1.0,4.0,28.0,12.0,-1.0,-2.0,1.0,1.0,I tried to make it more evenly distributed,Positive,poor,15,P,2
2352,50.0,F,W,MA,NR,-1.0,5.0,10.0,50.0,-1.0,-1.0,1.0,1.0,I don't think I made truly rational decisions. I increased my number when I saw outcomes of the previous rounds,"It seemed fine. Those of us with low initial scores had higher scores at the end, and those with very high cores were reduced somewhat.",poor,15,P,2
2353,,,,,,,,,,,,,,,,poor,15,P,2
2354,41.0,M,W,HS,PR,1.0,3.0,65.0,25.0,-2.0,-1.0,1.0,1.0,It seemed like it would be more fair to redistribute from those with more.,I feel that everyone did well.  I don't know the specifics of how they voted.,poor,15,P,2
2355,,,,,,,,,,,,,,,,poor,15,P,2
2356,53.0,F,A,BA,PR,-1.0,5.0,25.0,28.0,-2.0,0.0,-2.0,-1.0,"Since I had a low number of points, I opted for the highest reallocation possible",I wonder if some people didn't understand their decisions,poor,15,P,2
2357,36.0,M,W,HS,NR,1.0,2.0,90.0,3.0,0.0,0.0,0.0,0.0,Every time I voted more we went up until the final game,Thought we could have done better as a whole,poor,15,R,2
2358,44.0,M,B,BA,CA,2.0,4.0,45.0,15.0,1.0,0.0,1.0,0.0,To know the accurate decision,,poor,15,R,2
2359,38.0,F,B,MA,PR,2.0,5.0,20.0,2.0,1.0,1.0,1.0,1.0,Based on the instruction given,It's fair,poor,15,P,2
2360,26.0,M,W,HS,JE,1.0,1.0,75.0,15.0,1.0,-1.0,1.0,1.0,i wanted to maximize the profits for the group by lowering the amount that the highest holders had by having a high tax rate.,I think they had a similar idea to me to get the highest holders rate down to benefit them. I think it went okay we all got more than we started with.,poor,15,P,2
2361,40.0,M,W,AS,PR,-2.0,2.0,55.0,10.0,-2.0,-2.0,-2.0,-2.0,I tried to reason out the formula and tried to end up with as many points as I could.  The formula did confuse me a little.,I think everything went fine.  If anything I wish I would have started with a higher score.  But the voting seemed fine.,rich,16,P,2
2362,39.0,M,O,BA,NR,-2.0,3.0,40.0,20.0,1.0,-2.0,1.0,0.0,"I wanted to distribute my wealth to lower ""earners""",The rates they voted for seemed too low,rich,16,R,2
2363,,,,,,,,,,,,,,,,rich,16,R,2
2364,,,,,,,,,,,,,,,,rich,16,P,2
2365,,,,,,,,,,,,,,,,rich,16,P,2
2366,34.0,M,W,BA,NR,1.0,5.0,40.0,5.0,-2.0,-2.0,-2.0,-2.0,I voted at 100% to try and get more score. Being so low 100% could only improve my total.,As expected,rich,16,P,2
2367,50.0,F,W,AS,NR,2.0,3.0,45.0,0.0,-1.0,2.0,1.0,2.0,I voted the way that I thought was right for me.,I think that everyone voted the way that they wanted to and I am pleased with the outcome.,rich,16,P,2
2368,,,,,,,,,,,,,,,,rich,16,R,2
2369,49.0,M,W,HS,CA,-2.0,4.0,70.0,20.0,2.0,2.0,1.0,1.0,I thought a rate between 20-35 percent was the most reasonable.,I think they made voting  decisions that combined common sense and rational self interest.,rich,16,P,2
2370,33.0,M,A,BA,PR,1.0,6.0,30.0,10.0,-1.0,-2.0,-2.0,-1.0,Get highest score.,I felt that most players didn't maximize their score.,rich,16,P,2
2371,,,,,,,,,,,,,,,,rich,16,P,2
2372,33.0,M,W,BA,NR,-1.0,,50.0,30.0,0.0,0.0,0.0,0.0,I tried to choose a rate that was fair to everyone and vary it each time I did the task. I think I increased it each time.,I think the other members voted well.,rich,16,P,2
2373,38.0,F,P,BA,NR,-1.0,2.0,70.0,15.0,2.0,-1.0,1.0,-1.0,"Since my initial score was high, my voting decisions were based on trying to keep the middle tax rate as low as possible by voting for a lower tax rate.",I think everyone followed the same strategy to vote for higher taxes if they were issued lower initial scores and to vote for lower taxes if they were issued higher initial scores.,rich,16,R,2
2374,36.0,F,B,BA,O,0.0,3.0,40.0,10.0,1.0,-1.0,0.0,0.0,Because my voice can make a difference.,I think everyone was trying to vote unbiased and fair.,rich,16,R,2
2375,31.0,M,A,BA,BU,0.0,3.0,20.0,10.0,1.0,0.0,-1.0,0.0,To make it so that the median was as low as possible.,It seems about right. Other people who got less would want a higher tax to punish others who got more.,rich,16,R,2
2376,30.0,M,W,HS,NR,-1.0,5.0,40.0,8.0,1.0,1.0,1.0,1.0,Trying to be fair,It’s their opinions I don’t feel good or bad about their decisions.,rich,16,R,2
2377,39.0,F,W,AS,CA,0.0,3.0,39.0,25.0,1.0,0.0,0.0,0.0,I'm not really sure. I don't feel any type of way.,Someone will complain,rich,16,P,2
2378,23.0,M,W,BA,NR,-2.0,3.0,60.0,10.0,1.0,-2.0,1.0,-1.0,balance out the scores without removing all of my score,The tax rate could have been higher but it was fine,rich,16,R,2
2379,29.0,M,W,BA,NR,-2.0,5.0,40.0,15.0,2.0,2.0,2.0,1.0,To try and maximize the potential bonus,I wonder why they made the choices they did,rich,16,R,2
2380,,,,,,,,,,,,,,,,rich,16,P,2
2381,31.0,F,A,BA,NR,-1.0,5.0,30.0,10.0,-2.0,-1.0,0.0,-1.0,I didn't want to get taxed alot so I went with lower numbers.,I feel like the group should have gone with lower tax rates.,rich,16,P,2
2382,55.0,F,W,HS,PR,-1.0,3.0,70.0,4.0,0.0,0.0,0.0,0.0,I was getting money for doing the game in the first place and the other money throughout the game was just a bonus.,No hard feelings.,rich,16,P,2
2383,24.0,M,W,BA,JE,-2.0,3.0,60.0,16.0,-2.0,-2.0,-1.0,-1.0,"I felt that the initial allocation was unfair, in that those who received more resources to start were just lucky rather than more hard-working, etc. I voted for high tax rates because it seemed fairer to distribute the resources equally.",I think the other group members were selfish and should have been more willing to share resources with less lucky participants like myself.,rich,16,P,2
2384,,,,,,,,,,,,,,,,rich,16,P,2
2385,42.0,M,W,HS,CA,2.0,4.0,60.0,15.0,0.0,0.0,-1.0,-1.0,I wanted to keep my rate as low as I thought possible. Didn't work out that way.,I thought they would go for a lower rate.,hete,17,P,2
2386,40.0,M,W,BA,NR,-2.0,5.0,15.0,30.0,0.0,-1.0,-1.0,-1.0,"The higher the rate I voted, the more that everybody would get in the end","It was about what I expected, but I wished that folk were more interested in the whole over the individual",hete,17,P,2
2387,,,,,,,,,,,,,,,,hete,17,P,2
2388,,,,,,,,,,,,,,,,hete,17,P,2
2389,50.0,M,W,BA,O,1.0,3.0,77.0,0.0,2.0,-1.0,1.0,0.0,Since I had a high number I could loose more quick.. wanted to keep low percentage so I didn't lose alot,No feeling,hete,17,R,2
2390,38.0,,,,,,,,,,,,,,,hete,17,P,2
2391,49.0,F,W,AS,CA,0.0,2.0,60.0,15.0,1.0,1.0,1.0,2.0,i made mostly guesses,I thought they were intresting.,hete,17,P,2
2392,,,,,,,,,,,,,,,,hete,17,P,2
2393,27.0,F,A,BA,BU,-1.0,3.0,80.0,10.0,1.0,1.0,2.0,1.0,At first I didn't quite understand it but after the first round my thinking was let's raise the amount the other people had to some degree.,I understand them. Everybody wants to most amount of money.,hete,17,R,2
2394,66.0,M,O,MA,PR,1.0,1.0,80.0,5.0,-1.0,0.0,-1.0,0.0,To get more money.,They acted in their own interest.,hete,17,P,2
2395,,,,,,,,,,,,,,,,hete,17,P,2
2396,,,,,,,,,,,,,,,,hete,17,R,2
2397,23.0,M,H,AS,NR,-2.0,3.0,40.0,7.0,-1.0,0.0,1.0,1.0,I tried to maximize the money I already had by voting lower.,I feel they made good decisions for themselves as well.,hete,17,R,2
2398,38.0,M,W,BA,NR,-2.0,2.0,80.0,10.0,-2.0,-2.0,-1.0,-1.0,To get a larger share of the money.,"In the end, those that started with more still ended up with substantially more than those of us that started with little and that’s annoying.",hete,17,P,2
2399,28.0,M,B,AS,NR,-1.0,2.0,70.0,15.0,2.0,0.0,1.0,0.0,"They had a chance to make things even, but us high rollers stuck together.","I feel like they may not have been proficient in this task, but that makes the reward for being skillful and reading carefully greater.",hete,17,R,2
2400,66.0,F,B,BA,PR,-1.0,3.0,45.0,4.0,0.0,0.0,0.0,0.0,I did not form an opinion,I did not form an opinion,hete,17,P,2
2401,,,,,,,,,,,,,,,,hete,17,R,2
2402,40.0,M,W,BA,NR,-2.0,2.0,50.0,25.0,-2.0,-2.0,-1.0,-1.0,"My voting decisions were what I thought would be fair, given everyone's initial starting values. I tried to equalize conditions for myself and other individuals.","I feel pretty happy that we all agreed on a higher tax rate on the final round, maybe a bit disappointed in the other group members in the first couple rounds where it was lower than I had hoped.",hete,17,P,2
2403,,,,,,,,,,,,,,,,hete,17,P,2
2404,24.0,F,W,HS,O,0.0,3.0,50.0,20.0,1.0,0.0,1.0,1.0,Trying to make it fair for everyone,Good,hete,17,R,2
2405,41.0,F,W,AS,PR,1.0,4.0,60.0,0.0,-1.0,-1.0,1.0,-1.0,,,hete,17,R,2
2406,34.0,M,W,AS,NR,0.0,3.0,60.0,10.0,0.0,0.0,2.0,1.0,I feel like if everyone picked in the middle it would distribute it as evenly as possible among all the participants.,I was surprised the final outcome was what I picked from the start.,hete,17,R,2
2407,,,,,,,,,,,,,,,,hete,17,P,2
2408,31.0,M,A,BA,NR,-2.0,3.0,50.0,0.0,-2.0,0.0,-2.0,-1.0,I wanted to maximize my return,Seemed reasonable enough,hete,17,P,2
2409,44.0,M,W,HS,O,2.0,2.0,55.0,5.0,2.0,0.0,0.0,1.0,"Based on the scores I could see from others in my group, I knew that those of use with low initial scores would have a hard time reaching a score closer to those of us with higher scores, and I opted to instead focus on maintaining a higher score myself and shift the average tax down.","I'm rather surprised they chose to opt for as high of tax rates as they did. It gives me the impression that most of those who's scores I couldn't see were quite low and they were attempting to push a higher rate to balance the scores out more than they were. I'm somewhat irritated by it, but everyone was free to decide for themselves, so I'm not too bothered in the end.",homo,18,R,2
2410,38.0,F,W,AS,NR,-2.0,1.0,90.0,50.0,2.0,-2.0,2.0,-2.0,I wanted the scores to be as fair as possible.,I wish they had voted for a higher tax rate so that things could be more evenly distributed.,homo,18,R,2
2411,62.0,F,W,MA,CA,2.0,4.0,68.0,20.0,-2.0,1.0,-1.0,0.0,Trying to adjust to the other votes in the group,No opinion,homo,18,P,2
2412,,,,,,,,,,,,,,,,homo,18,R,2
2413,22.0,F,W,BA,NR,-2.0,3.0,40.0,10.0,-1.0,-2.0,-1.0,-1.0,I made decisions based on the amount of my own and others amount.,"I feel neutral overall, I think it could've gone better.",homo,18,P,2
2414,48.0,F,W,MA,NR,-1.0,3.0,30.0,3.0,1.0,1.0,1.0,1.0,I tried to go with the majority.,They seemed to aim higher than I.,homo,18,P,2
2415,27.0,F,W,AS,NR,-2.0,3.0,70.0,15.0,1.0,-1.0,-1.0,1.0,I voted less at the end as I felt that we couldn't easily even out the scores anymore.,They mostly voted to help even out the scores.,homo,18,R,2
2416,41.0,F,W,BA,NR,-1.0,4.0,40.0,20.0,0.0,-2.0,0.0,-1.0,I wanted everyone to have the same bonus in the end.,People are a little stingy. I thought people would be more generous.,homo,18,R,2
2417,59.0,M,W,BA,JE,1.0,5.0,15.0,25.0,-1.0,-1.0,0.0,0.0,To maximize my score,They were somewhat fair,homo,18,P,2
2418,58.0,F,W,MA,PR,2.0,3.0,40.0,5.0,0.0,0.0,0.0,0.0,Fairness and efficiency,They must have higher incomes to vote for such a high tax,homo,18,P,2
2419,48.0,M,W,AS,NR,-2.0,2.0,80.0,35.0,-1.0,-1.0,1.0,-1.0,"I was just trying to tailor my decisions to create the highest median rate I could. I have no idea if the way I went about it was right, but that was my intent.","I thought it worked out pretty well, all things considered.",homo,18,P,2
2420,,,,,,,,,,,,,,,,homo,18,P,2
2421,43.0,F,W,AS,O,2.0,3.0,60.0,4.0,2.0,2.0,2.0,2.0,I tried to keep up with the rest of the group and vote accordingly.,I feel positive! I think this was a fun experiment.,homo,18,P,2
2422,,,,,,,,,,,,,,,,homo,18,P,2
2423,,,,,,,,,,,,,,,,homo,18,R,2
2424,,,,,,,,,,,,,,,,homo,18,P,2
2425,23.0,F,W,AS,PR,2.0,6.0,45.0,8.0,0.0,-1.0,1.0,0.0,"I’m not a fan of taxation but I know it’s necessary, so I was trying to find the median for my score.",Neutral; I like to know context of reasoning and would be interested to hear their process before making a decision.,homo,18,P,2
2426,23.0,M,A,BA,NR,-2.0,6.0,20.0,10.0,0.0,0.0,0.0,,Looking at consensus,I dont' feel much towards anything,homo,18,P,2
2427,53.0,F,A,BA,BU,-2.0,2.0,45.0,3.0,-1.0,1.0,2.0,2.0,I wanted to keep it low for everyone,I think every one acted fairly,homo,18,P,2
2428,,,,,,,,,,,,,,,,homo,18,P,2
2429,27.0,M,H,AS,CA,0.0,4.0,60.0,6.0,2.0,1.0,1.0,1.0,I tried to maximize my allocated score,Good,homo,18,R,2
2430,35.0,M,O,HS,NR,-2.0,2.0,85.0,35.0,2.0,0.0,1.0,2.0,"The entire way, I just chose a percentage I thought was fair and would give everyone a decent and fair distribution.","They didn't vote to change it much from beginning to end, which was somewhat surprising. I think from 34 to ending at 39 percent. I'm not sure why the slight increase each round, but I'm fine with how it played out.",homo,18,R,2
2431,,,,,,,,,,,,,,,,homo,18,P,2
2432,40.0,M,W,BA,NR,-1.0,3.0,30.0,15.0,0.0,0.0,1.0,0.0,Maximize my own payout.,Indifferent.,homo,18,R,2
3001,62.0,F,W,HS,PR,1.0,1.0,80.0,2.0,1.0,,0.0,0.0,thought better odds,neutral,repr,1,P,3
3002,49.0,M,W,MA,PR,2.0,5.0,20.0,0.0,-1.0,0.0,-1.0,0.0,Attempt to maximize return,I felt the were not done in the best interest of the group,repr,1,P,3
3003,22.0,F,W,HS,O,0.0,3.0,50.0,10.0,-1.0,-1.0,1.0,0.0,Interested in my interactions with other participants,Neutral about it,repr,1,P,3
3004,44.0,M,W,MA,CA,1.0,5.0,20.0,10.0,1.0,1.0,1.0,1.0,My reason for the voting is to earn more bonus,great,repr,1,P,3
3005,32.0,F,B,MA,NR,-1.0,3.0,60.0,15.0,1.0,0.0,1.0,1.0,I wanted to have a fair tax rate and have the highest points possible.,I did not feel any type of way about their decision making skills.,repr,1,R,3
3006,32.0,O,H,HS,O,-2.0,5.0,35.0,60.0,-1.0,-2.0,-1.0,-1.0,To try and make sure every person was receiving an equitable amount vs a couple of players getting larger bonuses out of sheer luck.,"I think other players were trying to play to get the most. Those with high scores voting for low or no taxes to maximize their prize, while the rest of the players were trying to make things equitable for the rest of us by voting for higher taxation (which sorely mimics the feelings of high status earners paying as little tax as possible)",repr,1,P,3
3007,43.0,M,W,BA,NR,-2.0,6.0,50.0,25.0,-2.0,-2.0,-1.0,-1.0,The bonus should be evenly distributed between all participants.,I think most people acted selfishly. There is no way to claim that I put in more or less work than anyone else.,repr,1,P,3
3008,38.0,M,W,AS,NR,-2.0,3.0,30.0,10.0,1.0,2.0,1.0,2.0,I was trying to earn as much as possible,"I feel fine about it, I think they were just trying to do the same.",repr,1,P,3
3009,,,,,,,,,,,,,,,,repr,1,R,3
3010,54.0,F,W,BA,JE,-1.0,6.0,15.0,30.0,1.0,0.0,0.0,0.0,Generally support a higher tax rate than others seemed to have.,More random than I expected.,repr,1,P,3
3011,,,,,,,,,,,,,,,,repr,1,P,3
3012,28.0,M,W,MA,MO,1.0,3.0,60.0,10.0,2.0,-1.0,1.0,-1.0,Trying to keep my points as high as possible.,I understand them voting for higher rates since they started out with less points and the points were getting redistributed evenly to the participants.,repr,1,R,3
3013,,,,,,,,,,,,,,,,repr,1,R,3
3014,27.0,F,B,AS,MO,-1.0,2.0,80.0,4.0,1.0,0.0,0.0,1.0,Educated guesses,Neutral,repr,1,R,3
3015,57.0,M,W,AS,NR,1.0,4.0,30.0,24.0,-1.0,0.0,-1.0,-1.0,trying to make it fair for all,neutral,repr,1,P,3
3016,57.0,F,W,BA,PR,1.0,4.0,65.0,18.0,0.0,1.0,1.0,1.0,I used rates that are similar to today.,It seemed the rate increased as the game went along.,repr,1,P,3
3017,23.0,M,H,AS,CA,0.0,2.0,80.0,10.0,-1.0,0.0,0.0,-1.0,I picked my voting decisions based on what I saw from the others in my group,I felt that their decisions were fair.,repr,1,P,3
3018,59.0,F,O,AS,PR,0.0,1.0,65.0,10.0,0.0,0.0,0.0,0.0,Just trying to keep what little I had.,They made no sense to me because we couldn't chat.,repr,1,P,3
3019,,,,,,,,,,,,,,,,repr,1,P,3
3020,73.0,F,W,MA,NR,-2.0,4.0,30.0,10.0,2.0,0.0,2.0,-1.0,I feel that the people with higher points should pay more taxes. Redistributing the points would be best done with a higher tax rate.,I think they were more against high taxes.,repr,1,R,3
3021,,,,,,,,,,,,,,,,repr,1,P,3
3022,27.0,M,W,BA,PR,-2.0,5.0,40.0,30.0,1.0,-1.0,1.0,-1.0,I wanted to keep my tax rate at around 20-30%,I thought everyone was fair.,repr,1,R,3
3023,55.0,F,H,AS,NR,-1.0,6.0,25.0,20.0,0.0,1.0,0.0,0.0,"By modifying the tax rate, my goal was to secure a more equitable result, guaranteeing that the redistribution of points was just for all participants, no matter their scores.","They voted in the way they believed was the best decision, so it is a fair game.",repr,1,R,3
3024,29.0,M,W,BA,NR,-1.0,5.0,25.0,20.0,2.0,2.0,1.0,1.0,I wanted to minimize my own losses as best I could.,I think the overall decision was a fair one. I was left with an abundance after all.,repr,1,R,3
3025,22.0,F,W,AS,NR,-1.0,2.0,50.0,12.0,1.0,1.0,1.0,1.0,Honestly I voted mostly randomly but kept it lower,I think they did alright,segr,2,P,3
3026,23.0,F,W,BA,JE,1.0,3.0,85.0,0.5,1.0,1.0,1.0,1.0,,,segr,2,P,3
3027,24.0,F,H,AS,NR,-1.0,3.0,80.0,,0.0,1.0,,1.0,I wanted to make everything fair for everyone,I feel neutral about it,segr,2,P,3
3028,24.0,O,W,AS,O,0.0,3.0,55.0,10.0,0.0,0.0,-1.0,0.0,"I was trying to maximize my benefit towards the end. At first I wanted to have the lowest tax, but as everyone else was causing the tax rate to be 10%, I decided to try and maximize my benefit",I felt like they did not change their answers at all,segr,2,R,3
3029,38.0,M,W,HS,PR,1.0,2.0,80.0,6.0,0.0,1.0,0.0,1.0,I just tried to be fair once I understood it,they all were average,segr,2,R,3
3030,41.0,F,W,MA,PR,-1.0,6.0,60.0,2.0,-1.0,-1.0,1.0,1.0,based on what the group was doing,i thought it made sense,segr,2,R,3
3031,44.0,M,W,AS,PR,1.0,4.0,50.0,,-1.0,0.0,-1.0,1.0,"I was basing it on how much would be taken versus what the potential might be.  Seeing as we were all low in score, I had no proof that there were higher scores to skew the payout in my favor.",Seems like they agreed with me.,segr,2,P,3
3032,50.0,F,A,BA,CA,0.0,4.0,60.0,15.0,1.0,0.0,2.0,0.0,I thought we were a higher bracket and I was trying to lower the rate for the lower brackets.,We were more aligned.,segr,2,P,3
3033,54.0,M,W,BA,PR,2.0,2.0,90.0,2.0,0.0,1.0,0.0,1.0,That was just my opinion and the result I came up with.,I think they were good.,segr,2,R,3
3034,51.0,M,W,HS,PR,-1.0,2.0,90.0,3.0,2.0,2.0,1.0,2.0,Because i think everyone pays to much taxes already so i picked low.,I feel ok. Everyone picked what felt right to then.,segr,2,R,3
3035,43.0,M,W,HS,NR,0.0,1.0,80.0,27.0,0.0,1.0,0.0,2.0,,,segr,2,P,3
3036,51.0,F,W,AS,CA,0.0,2.0,60.0,8.0,0.0,0.0,0.0,2.0,Logic guess,Satisfied,segr,2,R,3
3037,,,,,,,,,,,,,,,,segr,2,R,3
3038,33.0,F,W,BA,NR,-2.0,2.0,60.0,10.0,2.0,1.0,1.0,1.0,"I was hoping to get the highest score, but not by too much.  I wanted some amount of fairness in the end.",I think they were fair.,segr,2,R,3
3039,,,,,,,,,,,,,,,,segr,2,P,3
3040,43.0,F,A,BA,NR,-1.0,5.0,45.0,15.0,-1.0,0.0,-1.0,0.0,Based on what the average score was,No special feelings,segr,2,P,3
3041,38.0,M,O,AS,O,2.0,4.0,50.0,0.0,1.0,0.0,-1.0,1.0,To be consistent without being excessive,You can see the incentive for elected officials to overspend when they hold the coin purse!,segr,2,P,3
3042,22.0,F,W,AS,PR,1.0,3.0,60.0,40.0,0.0,1.0,1.0,0.0,Average of others,Fairly consistent,segr,2,P,3
3043,45.0,M,W,AS,CA,1.0,5.0,10.0,17.0,0.0,0.0,1.0,1.0,I decided to go with the group as our numbers all went up,I decided it was most fair to try to align myself with the group,segr,2,P,3
3044,34.0,F,W,MA,PR,-2.0,4.0,15.0,20.0,1.0,1.0,1.0,1.0,,,segr,2,P,3
3045,,,,,,,,,,,,,,,,segr,2,P,3
3046,39.0,F,W,AS,PR,1.0,4.0,45.0,18.0,-1.0,1.0,1.0,1.0,I tried to be consistent and close to what others chose.,"I feel good, like they chose as I would have.",segr,2,P,3
3047,40.0,F,W,MA,CA,-2.0,5.0,5.0,10.0,-1.0,0.0,0.0,-1.0,I didn't want it to be an unreasonable amount but knowing I was on the lower end meant I could benefit from it being higher,"They seemed mostly reasonable, I have no hard feelings",segr,2,R,3
3048,36.0,F,W,AS,PR,0.0,2.0,80.0,10.0,-2.0,1.0,-2.0,1.0,I wanted to maximize our earnings without overly taxing everyone.,I really don't have an quarrels or feelings about the others and their decisions.,segr,2,P,3
3049,22.0,F,W,BA,CA,0.0,3.0,40.0,3.0,-1.0,1.0,-1.0,0.0,I voted to avoid giving up too much money,I feel that this was an interesting mix of people,poor,3,P,3
